Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Location,Speed_limit,Light_Conditions,Weather_Conditions,Urban_or_Rural_Area
1,3,3,1,2,22,30,1,1,1
61,2,1,1,2,730,30,1,1,1
13,3,1,1,2,204,60,1,1,2
13,3,2,1,3,202,30,7,1,1
52,3,2,1,3,608,30,1,1,1
7,3,1,1,3,130,70,1,2,2
13,3,1,2,3,200,30,1,1,2
20,3,2,1,3,305,30,1,1,2
14,3,1,1,3,210,30,1,1,1
21,2,1,1,3,257,30,1,1,1
20,3,2,1,3,300,30,1,5,1
53,3,2,1,3,621,50,1,1,2
44,3,3,1,3,493,30,1,1,1
4,3,3,4,3,70,30,1,8,1
1,3,2,2,3,5,30,1,1,1
50,3,2,4,3,596,30,1,1,2
10,3,2,2,3,139,50,1,1,2
22,3,2,3,3,285,30,4,2,1
46,3,2,1,4,532,60,1,1,1
14,3,3,1,4,210,40,1,2,2
62,3,2,1,4,746,30,1,1,1
91,3,2,1,4,941,30,1,4,2
43,3,2,1,4,479,30,1,1,1
46,3,3,4,4,538,70,1,1,2
6,3,2,1,4,107,30,1,1,1
46,3,4,2,4,540,30,1,1,1
62,3,2,1,4,744,30,1,1,2
43,3,2,1,4,481,30,1,2,1
30,3,2,1,4,321,70,1,2,2
1,3,2,1,4,10,30,4,1,1
1,3,2,1,5,9,30,4,1,1
97,3,2,1,5,922,30,1,2,2
20,3,4,1,5,300,30,1,8,1
21,3,3,1,5,251,30,1,1,1
34,2,2,2,5,381,60,1,1,2
97,2,2,3,5,932,30,1,1,1
6,3,2,1,5,102,30,1,1,1
36,3,2,2,5,402,40,1,1,2
1,3,2,1,5,31,20,1,1,1
94,3,2,1,5,925,40,1,1,2
6,3,3,1,5,102,30,1,1,1
14,2,2,3,5,215,20,1,1,1
20,3,1,1,5,307,30,1,1,1
43,3,2,1,5,470,30,1,1,1
42,2,2,1,5,460,30,1,1,1
47,3,7,1,6,564,30,4,1,1
35,3,1,1,6,395,30,1,1,2
1,3,2,2,6,30,30,1,1,1
45,3,1,2,6,511,30,1,1,2
62,3,4,1,6,742,30,1,1,1
1,3,2,1,6,21,20,1,2,1
1,3,2,1,6,9,30,1,1,1
33,3,2,1,6,364,30,1,2,1
22,1,2,1,6,286,60,1,1,2
1,3,2,1,6,7,30,1,1,1
6,2,1,1,6,110,30,1,1,1
44,3,1,1,6,497,70,6,2,2
1,3,2,1,6,30,30,4,1,1
4,3,4,3,7,77,30,4,1,1
63,3,1,1,7,753,60,1,1,2
52,3,1,1,7,611,20,1,1,2
40,3,1,1,7,420,70,1,1,2
20,3,3,1,7,300,30,1,1,1
4,2,1,1,7,70,60,1,1,2
4,3,3,2,7,74,40,1,1,1
91,3,1,1,7,933,60,1,1,2
1,3,3,1,7,4,30,1,1,1
10,2,2,1,7,150,30,1,1,1
52,3,2,1,1,611,30,4,1,1
11,3,2,2,1,169,60,1,1,2
46,3,2,1,1,543,60,1,1,2
43,3,2,1,1,485,40,1,1,2
53,3,2,2,1,622,40,1,1,2
13,3,2,1,1,203,30,1,2,1
13,3,2,2,1,204,30,1,2,1
13,2,2,3,1,204,60,1,2,2
44,3,3,1,1,496,50,6,2,2
16,3,2,1,2,228,40,1,1,1
97,2,2,2,2,932,60,1,1,2
52,3,3,1,2,612,30,1,2,1
1,3,2,1,2,2,30,1,2,1
1,3,1,1,2,20,30,1,1,1
1,3,2,1,2,12,30,1,1,1
46,3,2,1,2,538,50,1,1,2
1,3,1,1,2,17,30,1,1,1
32,3,1,1,2,356,30,1,1,2
97,3,2,1,2,938,30,1,1,2
20,3,2,1,2,300,40,1,1,1
1,3,2,1,2,25,30,1,1,1
1,3,2,1,2,5,40,1,2,1
97,3,2,1,2,937,30,4,1,2
14,3,3,4,3,215,30,1,1,1
14,3,2,1,3,215,30,1,1,1
10,3,2,2,3,150,30,1,1,1
21,3,1,1,3,251,30,1,1,1
14,3,2,2,3,213,60,1,1,2
40,3,2,1,3,420,30,1,1,2
37,2,2,1,3,416,30,1,1,1
13,3,2,1,3,200,30,1,1,1
1,3,2,1,3,19,30,1,1,1
30,3,1,1,3,329,30,4,1,2
43,2,2,3,4,484,70,1,1,2
1,3,1,2,4,11,30,1,1,1
35,3,2,1,4,394,70,1,1,2
21,3,2,1,4,257,30,1,1,1
63,3,2,1,4,750,60,1,1,2
44,3,2,1,4,496,30,1,1,1
5,2,2,1,4,90,30,1,1,1
4,3,2,1,4,71,20,1,1,1
20,3,2,3,4,300,30,1,1,1
11,3,1,1,4,169,30,1,1,1
4,3,2,1,4,77,30,1,1,2
1,2,1,1,5,20,30,4,2,1
45,3,1,1,5,38,30,1,8,1
4,2,3,1,5,76,30,1,1,1
1,3,1,1,5,26,20,1,2,1
16,3,2,1,5,233,30,1,1,1
13,3,1,1,5,203,30,1,1,1
46,3,4,2,5,538,40,1,2,1
16,3,2,1,5,231,60,1,1,2
50,2,1,1,5,596,30,1,1,1
10,3,2,1,5,139,30,1,1,2
42,3,1,2,5,463,40,1,2,2
1,3,2,1,5,24,30,1,2,1
52,3,2,1,5,601,20,4,9,1
41,2,1,1,6,434,70,1,1,1
20,3,3,3,6,309,30,1,1,1
53,3,2,1,6,623,30,1,1,1
1,3,1,1,6,20,30,1,1,1
7,3,2,1,6,129,40,1,1,2
36,3,2,1,6,407,40,1,1,2
1,3,2,1,6,8,30,1,1,1
1,3,2,1,6,2,30,1,1,1
52,3,2,1,6,605,60,1,1,2
13,3,2,1,6,204,30,1,1,1
92,3,2,1,6,911,30,1,1,2
41,3,3,3,6,436,30,4,1,1
16,3,3,1,7,232,70,6,1,2
91,1,1,1,7,933,60,1,1,2
43,3,2,1,7,470,50,1,1,2
16,2,2,1,7,231,20,1,1,1
1,3,2,1,7,22,30,1,1,1
97,3,1,2,7,926,30,1,1,1
1,3,2,1,7,11,30,1,1,1
10,3,2,1,7,149,30,1,1,2
55,3,1,1,7,640,30,1,1,1
1,2,2,1,7,25,30,1,1,1
43,3,2,2,7,473,30,1,1,1
13,2,1,2,1,204,50,4,1,1
42,3,1,1,1,451,60,6,2,2
46,3,1,1,1,531,30,1,1,2
20,3,2,1,1,306,30,1,1,1
4,3,2,1,1,70,30,1,1,1
46,3,1,1,1,539,30,1,1,2
4,3,1,1,1,73,30,1,2,2
46,3,2,4,1,538,60,1,1,2
1,2,2,1,1,3,30,1,1,1
14,3,2,1,1,215,30,1,2,1
21,3,1,1,1,257,30,1,2,1
1,3,1,1,2,1,30,4,1,1
37,3,2,2,2,410,40,1,9,2
50,3,2,3,2,587,30,1,1,1
21,3,1,1,2,258,30,1,1,1
52,3,1,1,2,607,70,1,1,2
1,3,2,1,2,28,40,1,1,1
21,3,3,4,2,255,40,1,1,1
42,2,1,1,2,459,40,1,1,2
12,3,4,3,2,184,70,1,1,2
50,3,1,1,2,596,30,1,1,2
20,3,2,1,2,307,30,1,1,1
97,3,1,1,2,926,30,1,1,1
43,3,2,1,3,480,30,1,1,1
14,2,1,1,3,215,30,1,1,1
55,3,2,1,3,647,30,1,1,1
54,2,3,3,3,635,60,1,1,2
14,2,2,2,3,215,50,1,1,2
20,3,2,1,3,307,30,1,2,1
46,3,3,1,3,543,30,1,1,1
1,3,2,2,3,25,30,1,1,1
16,3,2,2,3,231,30,1,2,2
41,3,2,1,3,438,70,1,2,2
54,3,2,1,3,635,40,1,1,2
40,2,1,1,3,424,50,1,2,2
13,3,2,1,3,206,30,1,9,2
47,3,2,3,3,562,50,6,1,2
30,3,2,1,4,323,70,1,2,1
6,2,1,1,4,107,20,1,1,1
46,2,1,1,4,541,30,1,1,1
1,3,1,1,4,10,30,1,1,1
62,3,1,2,4,744,30,1,2,1
62,3,1,2,4,746,30,1,2,2
97,2,2,2,4,932,40,1,1,1
20,3,2,1,4,300,30,1,2,1
36,2,3,2,4,407,60,1,1,2
46,3,1,1,4,535,70,1,1,2
97,3,2,1,4,931,30,1,1,1
1,3,2,2,4,8,30,1,1,1
44,3,1,1,4,502,70,6,1,2
35,3,1,1,5,391,60,6,1,2
21,3,1,1,5,254,50,1,1,2
47,3,2,1,5,565,30,1,1,1
42,3,2,1,5,455,30,1,1,2
16,3,3,3,5,231,60,1,1,2
1,3,2,1,5,15,30,1,1,2
35,3,2,1,5,390,30,1,1,1
50,3,3,1,5,596,30,1,1,1
52,3,2,1,5,610,40,1,1,2
1,2,2,1,5,19,30,1,1,1
3,3,2,3,5,64,60,1,1,2
6,3,3,1,5,104,30,4,2,1
14,3,1,1,6,211,60,6,2,2
43,3,2,1,6,479,60,1,1,2
50,3,2,1,6,587,30,1,8,2
42,2,1,2,6,462,60,1,2,2
16,3,1,1,6,231,30,1,1,1
46,3,2,1,6,541,30,1,1,1
5,3,1,1,6,93,30,1,2,1
20,3,3,2,6,309,40,4,9,1
33,3,2,1,6,364,30,1,1,1
45,3,1,1,6,513,30,1,1,1
50,2,1,1,6,589,60,1,1,2
97,2,1,2,6,928,20,1,1,1
16,3,2,1,6,232,30,1,1,1
23,2,2,2,6,290,70,1,1,2
4,2,1,1,6,74,60,1,1,2
12,3,2,1,7,186,30,4,2,1
95,3,2,1,7,923,40,1,1,1
14,3,2,3,7,215,30,1,1,1
45,3,2,1,7,517,30,1,1,1
43,3,2,2,7,481,60,1,1,2
52,3,2,1,7,601,20,1,1,2
12,3,1,1,7,182,30,1,1,1
40,3,2,3,7,424,60,1,1,2
1,3,2,1,7,32,40,1,1,1
13,3,2,3,7,203,30,1,1,1
45,3,2,1,7,513,30,1,1,2
4,2,1,1,7,71,30,4,9,1
46,3,1,1,1,541,40,5,1,1
44,2,1,1,1,498,70,1,1,1
3,2,1,1,1,60,50,1,1,2
36,3,2,2,1,401,70,1,1,2
7,3,4,3,1,129,30,1,1,1
45,3,1,1,1,510,30,1,1,1
30,3,2,1,1,329,30,1,1,2
50,3,2,1,1,584,70,1,1,2
53,2,2,1,1,621,50,1,1,2
13,3,1,1,1,200,30,1,1,1
33,2,1,1,1,364,30,1,1,1
33,3,2,1,1,364,30,4,1,1
12,3,3,2,2,184,70,1,1,2
44,3,2,1,2,498,30,1,1,1
53,3,2,1,2,623,30,1,1,1
4,2,2,1,2,74,50,1,1,2
13,3,2,1,2,200,30,1,1,1
42,3,2,1,2,458,30,1,1,2
31,3,2,1,2,341,30,1,1,1
1,3,1,1,2,27,30,1,9,1
43,3,2,1,2,479,60,1,1,1
10,3,3,1,2,147,30,1,2,1
31,3,2,2,2,340,30,1,1,2
44,3,2,1,2,500,30,1,1,1
13,3,2,2,3,200,30,1,1,1
47,3,2,1,3,565,30,1,1,1
14,2,1,2,3,215,30,1,1,1
63,3,1,1,3,752,30,1,1,2
4,3,2,1,3,83,30,1,1,1
7,2,2,3,3,129,60,1,1,2
1,3,2,1,3,13,30,1,1,1
16,3,2,1,3,231,30,1,1,2
42,3,2,2,3,456,70,1,1,2
6,3,1,1,3,104,20,1,1,1
42,3,2,1,3,454,30,1,1,2
1,3,4,1,4,5,30,1,1,1
1,3,2,2,4,13,30,1,1,1
23,3,2,1,4,293,50,1,1,2
23,3,2,2,4,290,50,1,1,2
5,3,1,1,4,90,30,1,1,1
41,2,2,2,4,433,70,1,1,2
45,3,4,2,4,516,70,1,1,2
45,3,2,1,4,517,30,1,1,2
1,3,3,1,4,11,30,1,1,1
1,2,1,2,4,24,30,1,1,1
1,3,2,1,4,9,30,4,1,1
1,3,2,1,4,1,30,4,1,1
50,2,2,1,5,596,40,1,1,2
10,2,1,1,5,146,20,1,1,2
55,2,2,1,5,640,30,1,1,1
34,3,1,1,5,383,30,1,1,1
10,3,2,1,5,139,60,1,1,2
7,3,1,1,5,129,70,1,2,1
40,2,2,1,5,424,60,1,1,2
1,3,2,2,5,32,30,1,1,1
1,3,2,1,5,13,40,1,1,1
45,3,2,2,5,511,30,1,1,2
1,3,1,1,5,10,30,4,1,1
43,2,1,1,5,479,30,6,1,1
41,2,2,1,6,434,30,1,1,1
60,3,2,2,6,724,60,1,1,2
44,3,2,1,6,494,60,1,1,2
32,3,2,1,6,351,30,1,1,1
62,2,3,1,6,746,50,1,1,2
12,3,2,1,6,182,30,1,1,1
4,3,2,1,6,77,20,1,1,1
17,3,3,4,6,243,70,1,1,1
3,3,2,1,6,64,60,1,1,2
44,3,2,1,6,492,30,1,1,1
97,3,2,1,6,938,30,1,1,1
1,3,2,1,6,17,30,1,9,1
13,2,2,1,6,203,30,1,1,1
1,3,2,2,6,9,30,4,1,1
23,3,1,1,7,293,60,1,1,2
40,3,2,1,7,424,70,1,1,2
55,3,2,2,7,640,30,1,1,1
10,3,2,2,7,150,30,1,1,2
46,3,3,1,7,541,40,1,1,1
43,3,2,1,7,473,30,1,1,1
1,3,1,2,7,27,30,1,1,1
47,3,2,1,7,565,30,1,1,1
11,2,2,2,7,169,30,1,1,1
1,3,1,1,7,7,30,1,1,1
4,2,1,1,7,72,30,4,1,1
1,3,2,1,1,31,20,4,1,1
97,3,1,1,1,916,30,4,1,1
41,3,2,3,1,435,40,1,1,1
12,3,2,3,1,181,30,1,1,2
52,3,1,1,1,607,30,1,1,2
50,3,3,1,1,585,70,1,1,2
16,3,2,1,1,231,20,1,1,1
20,3,2,1,1,302,50,1,8,2
96,3,2,1,1,939,70,1,2,2
1,3,2,2,1,17,20,1,1,1
47,3,3,2,1,554,60,6,1,2
42,3,3,1,2,463,70,4,1,2
1,3,1,1,2,4,20,1,1,1
98,3,2,1,2,917,70,1,1,2
1,2,1,1,2,30,40,1,1,1
1,3,3,1,2,29,30,1,1,1
43,3,1,1,2,480,30,1,1,1
1,3,1,1,2,9,30,1,1,1
5,3,1,1,2,92,50,1,2,2
23,2,1,1,2,293,50,1,1,2
6,3,1,1,2,104,20,1,1,1
23,3,2,2,2,292,40,1,1,2
1,3,2,1,3,5,20,1,1,1
5,3,2,1,3,91,30,1,1,1
6,3,1,1,3,109,30,1,1,1
31,3,2,2,3,344,30,1,1,1
12,2,1,1,3,184,60,1,1,2
42,3,1,1,3,455,30,1,1,2
1,3,3,1,3,31,30,1,2,1
97,3,3,1,3,926,50,1,1,1
32,3,3,1,3,355,60,1,1,2
37,2,3,3,3,415,60,1,2,2
23,3,2,3,3,292,30,4,1,1
35,3,1,1,3,391,60,6,2,2
44,3,2,1,4,492,30,1,1,1
22,3,2,1,4,273,50,1,1,2
1,3,2,1,4,2,30,1,1,1
20,3,1,1,4,300,30,1,1,1
13,3,2,3,4,204,30,1,1,1
36,3,1,1,4,406,70,1,1,2
97,3,2,1,4,926,60,1,1,2
1,2,2,1,4,8,20,1,1,1
96,3,2,1,4,939,60,1,1,2
6,2,2,1,4,104,30,1,9,1
10,3,2,1,4,147,30,1,1,1
45,2,1,1,4,513,30,1,1,1
1,3,2,1,4,17,30,1,1,1
43,3,2,1,5,475,40,4,1,2
1,3,1,1,5,2,30,1,9,1
37,3,2,1,5,411,70,1,1,2
5,3,2,3,5,91,30,1,1,1
97,3,2,1,5,926,30,1,1,1
7,3,2,1,5,129,70,1,1,2
20,3,2,2,5,306,30,1,1,1
37,3,2,2,5,414,30,1,1,1
44,3,3,1,5,498,30,1,1,1
46,3,2,1,5,531,40,1,1,2
5,3,2,1,5,95,30,1,1,1
44,3,2,1,5,496,30,1,1,1
94,1,2,1,5,925,60,1,1,2
31,3,2,1,5,346,30,1,1,1
22,2,2,1,5,284,30,4,1,1
42,2,1,1,6,450,70,1,1,2
7,2,2,1,6,128,20,1,1,2
42,3,2,2,6,455,30,1,1,1
16,3,2,1,6,228,30,1,1,1
53,2,1,1,6,623,30,1,1,1
13,3,2,1,6,200,30,1,1,1
7,3,2,1,6,128,60,1,2,2
32,2,1,1,6,352,30,1,1,1
1,3,1,1,6,9,20,1,1,1
45,3,2,1,6,511,30,1,1,1
52,3,2,2,6,612,60,1,1,2
48,3,2,1,6,570,20,4,1,1
13,2,2,3,7,202,70,4,5,2
4,3,2,1,7,76,30,1,1,1
43,3,1,1,7,482,20,1,1,1
4,3,2,1,7,76,30,1,1,2
6,3,2,2,7,102,30,1,1,1
10,3,1,1,7,139,60,1,1,2
62,3,1,1,7,743,30,1,2,2
41,2,2,2,7,430,40,1,9,2
32,2,2,6,7,351,60,1,1,2
1,3,3,1,7,16,30,1,1,1
47,2,3,1,7,557,40,1,1,1
44,3,2,1,7,500,30,4,1,1
20,3,2,1,1,300,30,7,9,1
35,3,1,3,1,393,40,4,1,2
4,3,2,1,1,76,60,1,1,2
22,3,3,2,1,273,30,1,1,2
23,3,2,1,1,292,60,1,1,2
13,2,2,1,1,202,50,1,1,2
13,3,2,1,1,204,30,1,1,1
45,2,2,2,1,513,30,1,1,1
45,2,2,3,1,512,30,1,1,2
11,3,1,1,1,169,40,1,1,2
1,3,2,3,1,30,40,1,1,1
45,3,2,1,1,514,30,5,1,1
1,3,2,1,2,23,40,1,1,1
34,3,2,1,2,381,60,1,1,2
13,3,1,1,2,200,30,1,1,1
95,3,2,2,2,940,30,1,1,2
1,3,2,1,2,11,30,1,1,1
3,3,1,1,2,65,20,1,1,2
1,3,2,3,2,6,30,1,1,1
4,3,2,1,2,80,30,1,1,1
1,3,2,1,2,3,20,1,1,1
41,3,2,3,2,438,70,1,1,2
36,3,2,1,2,406,30,1,1,2
20,3,2,1,2,309,30,1,1,1
50,3,2,4,2,596,30,1,1,1
4,3,2,1,2,75,30,1,1,1
46,3,1,1,3,544,30,4,1,1
43,3,2,1,3,479,60,1,1,1
7,3,2,1,3,130,30,1,1,2
17,3,2,3,3,240,70,1,1,2
7,2,2,1,3,129,60,1,1,2
45,3,3,2,3,515,30,1,1,1
1,3,1,1,3,26,30,1,1,1
42,3,1,1,3,455,30,1,1,1
12,3,2,1,3,180,30,1,1,2
13,3,1,1,3,203,30,1,1,1
50,2,2,4,3,596,60,1,1,2
97,3,3,1,3,922,30,1,1,2
46,3,3,1,3,544,30,1,1,1
41,3,2,1,3,438,30,1,1,1
46,3,1,2,3,535,30,1,1,1
47,3,2,2,3,563,30,1,1,1
1,3,2,1,3,20,30,4,1,1
14,3,2,1,4,213,30,1,9,1
13,3,2,1,4,204,30,1,1,1
13,2,2,1,4,204,30,1,1,1
46,3,2,1,4,542,40,1,1,2
40,3,2,1,4,424,60,1,1,2
62,3,3,1,4,744,30,1,1,1
52,3,2,1,4,607,30,1,1,2
35,3,2,1,4,390,20,1,1,1
1,3,2,2,4,29,30,1,1,2
21,3,2,1,4,252,60,1,2,2
6,1,1,1,4,107,50,1,1,1
43,3,2,1,4,475,30,1,1,1
12,3,1,1,4,186,60,1,1,2
1,3,2,4,4,32,30,4,1,1
13,2,2,1,5,204,30,4,1,1
16,3,2,1,5,228,30,1,1,1
46,3,2,2,5,536,30,1,1,1
50,3,1,1,5,585,30,1,1,1
46,3,1,2,5,531,70,1,1,1
95,3,3,1,5,940,60,1,1,2
14,3,2,3,5,213,40,1,1,1
47,3,2,2,5,563,60,1,1,2
13,3,1,1,5,206,30,1,1,1
21,2,1,1,5,253,30,1,1,2
4,3,2,1,5,70,20,1,2,1
32,3,2,1,5,352,30,4,1,1
32,3,1,1,6,351,40,1,8,2
32,2,1,1,6,356,30,1,1,2
33,3,2,1,6,361,30,1,1,1
1,3,2,1,6,27,30,1,9,1
47,3,2,1,6,554,30,1,1,1
1,3,2,1,6,18,30,1,1,1
98,3,3,3,6,917,60,1,1,2
98,3,2,1,6,917,60,1,1,2
4,3,2,1,6,85,30,1,1,2
37,3,2,1,6,412,30,1,1,1
47,3,3,3,6,559,40,1,2,2
1,3,2,1,6,8,20,1,1,1
1,2,2,1,6,22,30,1,1,1
50,2,2,3,6,580,30,4,1,1
1,2,1,1,7,8,30,4,1,1
33,3,2,1,7,366,30,1,1,2
17,3,1,2,7,241,30,1,1,1
35,3,2,1,7,395,70,1,1,2
30,3,2,2,7,327,30,1,1,1
7,3,1,1,7,130,30,1,1,1
1,3,1,1,7,6,30,1,1,1
33,3,2,1,7,361,60,1,1,2
47,3,1,1,7,559,50,1,1,2
44,3,3,1,7,500,30,1,1,1
47,2,3,1,7,556,60,1,1,2
1,3,2,1,7,14,30,1,1,1
43,3,2,1,1,470,60,4,1,2
20,3,4,2,1,302,30,4,1,1
13,3,2,2,1,203,30,1,1,1
43,3,1,2,1,479,60,1,1,1
3,3,2,1,1,65,40,1,9,2
1,3,2,3,1,27,40,1,1,1
44,2,2,1,1,495,30,1,1,1
1,3,2,2,1,23,30,1,9,1
62,3,2,1,1,745,30,1,1,1
10,3,2,1,1,147,40,4,1,1
1,2,2,1,2,15,50,1,1,1
1,3,1,1,2,13,50,1,1,1
33,2,2,1,2,364,30,1,1,1
42,3,1,1,2,451,60,1,1,2
47,3,2,1,2,552,30,1,1,1
13,2,2,3,2,204,30,1,1,1
40,2,2,1,2,424,30,1,1,2
46,3,2,1,2,536,30,1,1,2
48,3,2,2,2,570,20,1,1,1
52,3,3,2,2,606,60,1,1,1
13,3,2,2,2,206,30,1,1,2
41,2,2,1,2,438,70,6,1,2
4,3,2,1,3,79,30,1,2,1
30,3,2,1,3,325,30,1,9,2
37,3,1,1,3,416,60,1,1,2
46,3,2,1,3,531,40,1,1,2
40,3,2,4,3,420,30,1,1,1
43,3,2,1,3,482,50,1,1,1
47,3,2,1,3,556,40,1,1,1
11,2,2,1,3,169,60,1,1,2
4,3,2,1,3,85,30,1,1,1
47,3,4,2,3,562,40,1,1,2
5,3,4,4,3,91,30,4,1,1
1,3,2,2,3,3,30,4,1,1
46,3,2,1,4,541,30,1,1,1
1,3,2,1,4,32,30,1,2,1
7,3,3,1,4,129,60,1,1,2
1,3,2,1,4,25,30,1,1,1
5,2,2,1,4,91,30,1,1,1
44,3,2,1,4,494,30,1,1,1
4,3,2,1,4,73,30,1,9,2
11,3,2,1,4,161,60,1,1,2
47,2,2,1,4,560,30,1,1,1
16,2,1,1,4,228,30,1,1,1
95,3,2,1,4,914,60,1,1,2
47,3,2,2,4,558,70,1,1,2
21,3,1,6,4,252,60,6,1,2
50,3,2,1,5,584,60,1,2,1
42,2,1,1,5,455,30,1,1,1
20,3,3,1,5,303,30,1,1,1
44,3,2,3,5,505,30,1,1,1
45,3,3,1,5,517,30,1,1,1
16,3,2,3,5,233,30,1,1,1
61,3,1,1,5,734,30,1,1,1
20,3,2,1,5,303,30,1,1,1
43,3,2,1,5,484,50,1,1,2
92,3,2,1,5,911,30,1,1,2
12,2,2,2,5,182,60,1,1,2
54,3,2,1,5,633,30,4,1,1
1,3,2,1,6,6,30,1,1,1
14,2,2,2,6,213,60,1,1,2
6,3,1,1,6,104,30,1,1,1
62,3,1,1,6,746,40,1,1,2
20,2,2,1,6,300,30,1,1,1
95,3,1,1,6,914,30,1,1,2
41,2,2,1,6,435,30,1,1,1
1,2,2,1,6,27,30,1,1,1
1,3,2,1,6,22,30,1,1,1
1,3,2,1,6,4,20,1,1,1
36,3,2,3,7,400,30,7,2,2
50,2,1,1,7,585,50,6,1,2
47,2,2,1,7,559,50,1,1,2
3,3,2,1,7,65,60,1,1,2
43,1,4,1,7,482,20,1,1,1
34,2,2,1,7,386,30,1,1,1
42,3,3,2,7,462,70,1,1,2
46,2,2,1,7,544,30,1,1,1
16,2,2,1,7,231,60,1,1,2
20,3,2,1,7,303,30,1,1,1
31,3,2,2,7,340,40,1,1,2
7,3,1,1,7,129,50,6,1,2
52,2,1,1,1,601,20,5,1,1
46,2,1,2,1,540,30,1,1,1
50,3,2,2,1,586,60,1,1,2
40,3,2,1,1,424,60,1,1,2
21,2,3,2,1,255,60,1,1,2
35,3,2,2,1,394,70,1,1,2
5,3,2,2,1,95,30,1,1,1
1,3,1,2,1,11,30,1,1,1
1,3,1,1,1,1,30,1,1,1
13,3,2,2,1,204,30,1,1,1
20,3,2,1,1,300,30,1,1,1
95,3,1,1,1,923,20,1,1,1
47,3,2,2,1,565,20,4,1,1
1,3,3,1,2,9,30,1,1,1
43,2,1,1,2,482,20,1,1,1
44,3,1,1,2,494,30,1,1,2
63,3,3,1,2,752,30,1,2,2
21,3,1,2,2,254,60,1,1,2
1,3,2,1,2,2,30,1,9,1
1,3,1,1,2,24,30,1,2,1
93,3,2,1,2,934,60,1,1,2
50,3,2,1,2,581,30,1,2,1
16,2,2,6,2,228,40,1,1,1
1,3,2,1,2,1,30,1,2,1
22,3,2,2,2,278,30,4,1,1
1,3,2,3,3,17,30,4,2,1
45,3,1,1,3,515,50,6,2,2
43,2,2,1,3,474,60,1,1,2
43,3,2,1,3,471,30,1,1,1
54,2,2,2,3,635,50,1,2,2
50,2,1,1,3,596,60,1,7,2
60,3,1,1,3,722,60,1,1,2
1,3,2,2,3,26,30,1,2,1
33,2,2,1,3,364,30,1,1,1
37,2,2,2,3,411,60,1,2,2
4,3,2,1,3,71,30,1,1,1
16,3,2,2,3,228,30,1,1,1
1,3,2,1,3,4,30,7,9,1
36,2,2,1,4,401,60,1,1,2
5,3,2,3,4,91,40,1,1,1
1,3,2,1,4,11,30,1,1,1
22,3,2,1,4,284,30,1,1,2
1,3,1,1,4,5,20,1,1,1
6,3,3,3,4,114,50,1,1,2
4,3,2,1,4,72,50,1,1,2
3,2,2,1,4,65,60,1,1,2
54,3,3,2,4,633,30,4,1,1
4,3,1,1,4,72,20,4,2,1
52,3,2,1,5,607,60,1,2,2
32,3,2,1,5,354,60,1,1,2
52,3,2,3,5,612,20,1,1,1
1,3,2,1,5,18,30,1,1,1
1,3,1,1,5,6,30,1,1,1
1,3,1,1,5,19,30,1,2,2
62,2,1,1,5,745,20,1,1,1
14,2,2,1,5,215,30,1,1,1
1,3,2,2,5,1,30,4,1,1
41,3,2,1,6,433,70,1,1,2
46,3,2,1,6,535,30,1,1,1
52,3,2,1,6,601,30,1,1,1
97,3,2,1,6,938,30,1,1,2
1,3,2,1,6,5,30,1,1,1
20,3,2,1,6,302,30,1,1,1
42,2,5,4,6,463,70,1,1,2
36,2,1,2,6,401,30,1,1,1
43,2,2,1,6,474,50,1,1,2
10,3,2,2,6,148,50,1,1,2
46,3,2,1,6,542,40,4,1,2
30,3,2,1,6,324,30,1,1,1
43,3,2,1,6,472,30,4,1,1
43,3,1,1,7,474,70,4,1,2
45,3,3,1,7,510,70,1,1,2
46,2,2,4,7,532,70,1,1,2
20,3,1,1,7,300,30,1,1,1
1,3,2,1,7,21,30,1,1,1
1,3,2,1,7,12,30,1,1,1
4,2,2,1,7,70,30,1,1,1
35,2,3,2,7,395,30,1,1,2
33,3,2,3,7,363,60,1,1,2
98,3,3,1,7,917,60,1,1,2
12,3,1,1,7,189,30,4,1,1
32,3,3,8,1,350,30,1,9,2
42,1,3,1,1,454,70,6,1,1
20,2,2,1,1,300,30,1,1,1
53,3,3,2,1,621,70,1,1,2
1,2,2,2,1,32,50,1,1,2
22,3,2,1,1,274,30,1,1,1
48,3,2,2,1,570,30,1,1,1
32,1,2,2,1,356,60,1,1,2
17,3,3,5,1,245,30,1,1,1
98,3,1,1,1,917,60,1,2,2
36,3,1,1,1,406,20,4,1,1
33,3,2,1,2,364,30,1,1,1
97,2,1,1,2,926,30,1,1,1
7,3,2,1,2,130,30,1,1,1
20,2,1,1,2,305,30,1,1,1
40,3,2,2,2,421,30,1,1,1
96,3,1,2,2,939,30,1,1,1
52,3,2,4,2,605,70,1,1,2
20,3,2,2,2,300,30,1,1,1
44,3,1,1,2,494,60,1,1,2
33,3,2,1,2,365,30,1,1,1
35,3,1,1,2,395,30,4,1,2
42,3,2,1,3,455,30,4,1,1
43,3,2,1,3,484,30,1,1,1
30,3,4,2,3,323,30,1,1,1
33,3,1,1,3,364,30,1,1,1
23,3,3,1,3,290,50,1,1,2
50,2,2,1,3,581,30,1,1,1
23,2,3,4,3,290,70,1,1,2
43,3,2,3,3,472,30,1,1,1
14,3,2,1,3,210,60,1,1,2
